time,lat,lon,depth_km,mag,FI_S,label
2015-10-21 12:14:33.790000+00:00,55.840165,160.382324,11.62,0.66,-0.696,1
2015-10-21 12:16:35.470000+00:00,55.838464,160.387093,15.32,0.97,-0.986,1
2015-10-21 12:21:55.790000+00:00,56.052649,160.606331,31.32,1.27,-0.692,1
2015-10-21 12:35:13.500000+00:00,55.905054,160.318538,44.52,0.69,-0.75,1
2015-10-21 12:45:33+00:00,56.120695,160.456348,0.53,0.71,-100.0,1
2015-10-21 13:06:00.700000+00:00,56.057284,160.615007,34.72,0.97,-0.695,1
2015-10-21 13:51:24.540000+00:00,56.057467,160.608317,33.57,0.68,-0.582,1
2015-10-21 13:55:51.490000+00:00,56.051929,160.605339,30.39,1.08,-0.56,1
2015-10-21 15:32:34.580000+00:00,56.059863,160.610221,34.72,1.28,-0.636,1
2015-10-21 15:37:44.660000+00:00,56.049731,160.606152,30.24,0.9,-0.707,1
2015-10-21 16:25:14.370000+00:00,56.054496,160.621191,32.28,0.97,-100.0,1
2015-10-21 16:31:28.720000+00:00,56.050883,160.609277,31.62,0.97,-100.0,1
2015-10-21 17:06:39.980000+00:00,56.058366,160.61193,34.09,1.29,-0.656,1
2015-10-21 17:10:28.420000+00:00,56.130566,160.444824,4.96,0.49,-0.705,1
2015-10-21 17:20:14.680000+00:00,56.117725,160.460986,0.53,0.25,-100.0,1
2015-10-21 17:30:03.280000+00:00,56.051603,160.610319,31.07,1.42,-0.757,1
2015-10-21 17:31:03.960000+00:00,56.059554,160.617692,37.35,1.05,-100.0,1
2015-10-21 18:27:29.480000+00:00,56.117277,160.456771,0.19,1.0,-0.831,1
2015-10-21 19:33:18.220000+00:00,56.057902,160.602441,32.49,1.1,-0.688,1
2015-10-21 20:35:08.920000+00:00,56.051676,160.604867,30.5,0.92,-0.856,1
2015-10-21 21:15:26.800000+00:00,56.11731,160.461735,-0.09,0.97,-100.0,1
2015-10-21 22:39:07.180000+00:00,56.053434,160.605843,31.12,1.57,-0.719,1
2015-10-21 23:22:29.380000+00:00,56.055916,160.608057,31.55,1.58,-0.886,1
2015-10-22 02:28:46.660000+00:00,56.065861,160.619564,35.8,1.2,-0.723,1
2015-10-22 05:41:57.150000+00:00,56.052051,160.609049,30.48,1.51,-0.757,1
2015-10-22 07:16:42.840000+00:00,55.695772,160.44349,12.48,0.86,-0.339,1
2015-10-22 09:36:06.750000+00:00,55.894019,160.114258,17.21,0.78,-100.0,1
2015-10-22 10:50:14.470000+00:00,56.051888,160.606934,31.43,1.67,-0.74,1
2015-10-22 14:36:30.020000+00:00,56.153707,160.439274,8.55,0.63,-100.0,1
2015-10-22 15:32:20.620000+00:00,56.12793,160.669629,1.24,1.04,-0.192,1
2015-10-22 16:53:18.240000+00:00,56.052429,160.603125,31.58,1.57,-0.678,1
2015-10-22 17:15:31.760000+00:00,56.123234,160.481038,11.42,0.54,-0.835,1
2015-10-22 17:48:43.940000+00:00,55.717424,160.441406,14.61,0.83,-0.221,1
2015-10-22 18:06:08.360000+00:00,56.050553,160.595508,32.21,0.95,-100.0,1
2015-10-22 18:49:32.680000+00:00,56.168624,160.831576,19.48,0.84,-0.265,1
2015-10-22 19:41:16.600000+00:00,56.057812,160.611491,34.14,1.45,-0.674,1
2015-10-22 20:45:55.240000+00:00,56.137516,160.455241,11.1,0.62,-100.0,1
2015-10-22 22:34:51.840000+00:00,56.055428,160.599772,32.22,1.67,-0.658,1
2015-10-22 22:38:30.040000+00:00,56.064543,160.615967,36.78,1.08,-0.696,1
2015-10-22 23:19:22.920000+00:00,56.048417,160.589437,29.02,1.15,-0.735,1
2015-10-22 23:37:12.180000+00:00,56.049333,160.601058,29.36,0.97,-0.763,1
2015-10-23 00:13:12.510000+00:00,55.892322,160.106299,16.65,0.48,0.354,1
2015-10-23 00:20:40.450000+00:00,56.048698,160.576188,41.08,0.78,-100.0,1
2015-10-23 00:30:10.920000+00:00,56.044401,160.584701,26.71,0.81,-100.0,1
2015-10-23 00:58:26.770000+00:00,55.789185,160.341243,0.85,0.92,-100.0,1
2015-10-23 01:18:40.960000+00:00,56.060522,160.607943,34.29,1.29,-0.721,1
2015-10-23 01:38:34.060000+00:00,55.826908,160.385498,8.35,0.53,-100.0,1
2015-10-23 01:47:42.670000+00:00,56.062919,160.636133,-0.55,0.53,-100.0,1
2015-10-23 02:06:36.700000+00:00,55.571265,160.643148,23.64,0.38,-100.0,1
2015-10-23 02:09:51.770000+00:00,56.047847,160.600244,28.14,1.15,-0.665,1
2015-10-23 02:17:18.600000+00:00,56.132955,160.564355,11.63,0.18,-100.0,1
2015-10-23 02:29:47.930000+00:00,56.058586,160.617741,34.9,0.89,-100.0,1
2015-10-23 03:03:18.210000+00:00,55.735148,160.428092,17.2,0.65,-0.123,1
2015-10-23 03:39:23.790000+00:00,56.052844,160.607243,30.56,1.2,-0.136,1
2015-10-23 03:54:42.040000+00:00,56.048153,160.603418,29.49,1.05,-0.604,1
2015-10-23 04:19:17.380000+00:00,56.047624,160.602848,29.23,1.55,-0.819,1
2015-10-23 05:50:51.010000+00:00,55.818974,160.535856,13.01,0.59,-0.118,1
2015-10-23 06:15:38.990000+00:00,56.057902,160.603011,34.98,1.2,-0.711,1
2015-10-23 06:22:32.720000+00:00,56.059941,160.634017,10.1,0.52,-100.0,1
2015-10-23 07:08:01.330000+00:00,56.051204,160.607096,30.7,1.28,-0.75,1
2015-10-23 07:35:04.790000+00:00,56.119531,160.452653,0.23,0.62,-0.661,1
2015-10-23 08:04:06.740000+00:00,56.148743,160.340625,6.52,0.56,-100.0,1
2015-10-23 08:34:21.790000+00:00,56.055676,160.606836,32.12,1.18,-0.716,1
2015-10-23 09:17:47.860000+00:00,56.085746,160.608008,17.02,0.63,-0.411,1
2015-10-23 09:21:13.730000+00:00,56.058569,160.611621,32.47,0.8,-0.815,1
2015-10-23 09:51:20.390000+00:00,56.090739,160.626514,15.89,1.06,-100.0,1
2015-10-23 10:25:24.140000+00:00,56.108964,160.759049,24.61,0.61,-100.0,1
2015-10-23 11:18:33.350000+00:00,56.05295,160.608057,32.39,1.31,-0.709,1
2015-10-23 11:28:18.060000+00:00,56.05557,160.60236,30.96,0.88,-100.0,1
2015-10-23 11:50:29.160000+00:00,55.941817,160.816032,16.26,0.73,0.109,1
2015-10-23 13:22:10.930000+00:00,56.056238,160.621989,33.03,1.46,-0.651,1
2015-10-23 13:53:07.170000+00:00,56.051115,160.600033,29.96,0.86,-0.572,1
2015-10-23 14:41:33.130000+00:00,55.952352,160.221354,6.0,0.36,-0.36,1
2015-10-23 14:44:40.690000+00:00,55.95166,160.221045,5.72,0.48,-0.412,1
2015-10-23 15:21:43.070000+00:00,56.056266,160.605371,32.39,1.19,-0.784,1
2015-10-23 15:26:48.130000+00:00,56.055994,160.604867,33.58,0.86,-100.0,1
2015-10-23 16:03:25.870000+00:00,56.00588,160.707796,0.35,0.94,-0.223,1
2015-10-23 16:13:38.970000+00:00,56.055855,160.606657,31.76,1.19,-0.634,1
2015-10-23 16:53:30.370000+00:00,56.059062,160.609489,33.84,1.47,-0.764,1
2015-10-23 17:06:34.080000+00:00,56.05225,160.608219,31.15,1.21,-0.746,1
2015-10-23 17:08:12.040000+00:00,56.120138,160.384456,12.93,0.31,-100.0,1
2015-10-23 17:24:59.160000+00:00,56.053247,160.606494,30.9,0.94,-0.693,1
2015-10-23 17:31:46.360000+00:00,56.157056,160.381982,11.16,0.14,-100.0,1
2015-10-23 17:55:06.520000+00:00,56.125366,160.461051,9.11,0.53,-0.615,1
2015-10-23 18:04:02.280000+00:00,56.053935,160.603353,31.01,1.15,-0.696,1
2015-10-23 18:28:17.820000+00:00,56.056795,160.61097,33.99,1.15,-0.685,1
2015-10-23 18:43:10.040000+00:00,55.818807,160.385921,0.21,0.08,-100.0,1
2015-10-23 18:51:33.880000+00:00,56.050085,160.604313,30.02,1.02,-0.49,1
2015-10-23 19:01:12.160000+00:00,56.130697,160.455599,5.82,0.62,-0.75,1
2015-10-23 19:20:59.760000+00:00,56.053658,160.60835,32.4,1.24,-0.62,1
2015-10-23 19:31:38.960000+00:00,56.108183,160.45096,7.71,0.12,-100.0,1
2015-10-23 19:43:11.880000+00:00,56.052384,160.604541,30.67,0.94,-0.621,1
2015-10-23 20:16:31.480000+00:00,56.054187,160.609456,31.51,1.45,-0.658,1
2015-10-23 20:17:41.400000+00:00,56.051855,160.60682,31.18,0.77,-100.0,1
2015-10-23 20:39:41.300000+00:00,56.052515,160.604834,30.39,1.34,-0.731,1
2015-10-23 21:00:06.140000+00:00,56.054061,160.600749,30.51,0.89,-0.734,1
2015-10-23 21:35:22.960000+00:00,55.8455,160.9875,17.79,1.28,-0.485,1
2015-10-23 21:37:59.520000+00:00,56.053324,160.60708,32.01,1.26,-0.655,1
2015-10-23 21:55:27.200000+00:00,56.054,160.60262,30.92,1.09,-0.764,1
2015-10-23 22:14:28.900000+00:00,56.055815,160.601872,31.84,1.09,-0.78,1
2015-10-23 22:18:03.960000+00:00,56.054004,160.607324,33.37,1.05,-0.668,1
2015-10-23 22:34:25.520000+00:00,56.05035,160.605892,30.85,0.66,-100.0,1
2015-10-23 22:53:19+00:00,55.832072,160.380713,5.91,0.59,-0.811,1
2015-10-23 22:55:21.860000+00:00,55.83245,160.377816,6.03,0.51,-100.0,1
2015-10-23 22:58:57.160000+00:00,56.050671,160.607422,31.34,1.14,-0.572,1
2015-10-23 23:00:46.280000+00:00,55.838619,160.384375,9.84,0.5,-0.668,1
2015-10-23 23:06:00.960000+00:00,55.837292,160.391276,10.88,0.65,-0.619,1
2015-10-23 23:07:00.720000+00:00,55.838269,160.38859,11.93,0.29,-0.453,1
2015-10-23 23:13:00.120000+00:00,55.836764,160.396452,11.76,0.1,-100.0,1
2015-10-23 23:13:21.540000+00:00,55.840531,160.382389,12.88,0.16,-100.0,1
2015-10-23 23:14:49.700000+00:00,55.840007,160.381022,0.89,0.14,-100.0,1
2015-10-23 23:15:21.160000+00:00,55.838009,160.387223,13.31,0.17,-100.0,1
2015-10-23 23:19:14.760000+00:00,55.831812,160.385677,-0.26,0.37,-100.0,1
2015-10-23 23:21:35.880000+00:00,55.836857,160.382959,13.71,0.16,-100.0,1
2015-10-23 23:23:18.720000+00:00,55.84364,160.427311,56.22,0.63,-100.0,1
2015-10-23 23:28:32+00:00,56.057007,160.611491,33.57,1.39,-0.612,1
2015-10-23 23:36:24.760000+00:00,55.843424,160.37557,15.86,0.62,-0.664,1
2015-10-23 23:41:24.240000+00:00,55.841724,160.407715,17.3,0.23,-0.602,1
2015-10-23 23:45:35.440000+00:00,56.06036,160.612923,35.53,0.89,-0.806,1
2015-10-24 00:06:46.670000+00:00,56.052922,160.608512,31.05,0.98,-0.608,1
2015-10-24 00:14:07.770000+00:00,55.688904,160.407406,13.79,0.42,-100.0,1
2015-10-24 00:14:56.050000+00:00,56.126103,160.454134,5.49,0.67,-0.688,1
2015-10-24 00:36:21.580000+00:00,56.075285,160.301172,15.46,1.01,-0.646,1
2015-10-24 01:06:21.690000+00:00,56.05682,160.606494,33.2,1.1,-0.95,1
2015-10-24 01:24:18.660000+00:00,56.060299,160.612614,33.98,0.89,-0.681,1
2015-10-24 01:47:25.240000+00:00,56.054012,160.603011,33.12,1.39,-0.409,1
2015-10-24 02:13:01.280000+00:00,56.055461,160.60498,31.83,1.04,-0.786,1
2015-10-24 02:26:25.360000+00:00,56.065544,160.618717,34.29,0.6,-100.0,1
2015-10-24 03:02:31.460000+00:00,56.05603,160.609473,32.83,1.15,-0.737,1
2015-10-24 03:22:27.690000+00:00,56.293766,160.870573,32.58,0.84,-0.196,1
2015-10-24 03:25:30.190000+00:00,56.05933,160.603939,33.52,0.9,-0.798,1
2015-10-24 03:29:45.610000+00:00,55.98868,160.82679,17.71,0.94,-0.095,1
2015-10-24 03:31:08.150000+00:00,56.056807,160.60568,32.91,0.62,-100.0,1
2015-10-24 03:57:29.790000+00:00,56.056201,160.61027,32.64,0.83,-100.0,1
2015-10-24 04:10:54.780000+00:00,56.054191,160.605697,31.14,1.54,-0.797,1
2015-10-24 04:18:00.130000+00:00,56.069092,160.624935,4.46,1.13,-0.758,1
2015-10-24 04:37:06.950000+00:00,56.054663,160.604753,32.31,1.14,-0.7,1
2015-10-24 04:53:00.600000+00:00,56.051404,160.608398,30.87,0.82,-0.715,1
2015-10-24 04:56:35.560000+00:00,56.263631,160.88418,28.11,0.35,-100.0,1
2015-10-24 05:01:01+00:00,55.837834,160.380827,-0.13,0.3,-100.0,1
2015-10-24 05:06:31.740000+00:00,56.056067,160.609375,32.91,1.12,-0.837,1
2015-10-24 05:24:24.830000+00:00,56.122933,160.464355,-0.38,0.77,-0.812,1
2015-10-24 05:25:40.100000+00:00,56.054643,160.610417,35.39,1.08,-0.638,1
2015-10-24 05:29:56.670000+00:00,55.820662,160.362467,12.97,0.02,-100.0,1
2015-10-24 05:47:07.490000+00:00,56.050403,160.607243,30.6,1.02,-0.819,1
2015-10-24 06:03:40.170000+00:00,56.084534,160.523258,38.71,0.87,-100.0,1
2015-10-24 06:22:47.890000+00:00,56.051737,160.601579,32.34,1.32,-0.651,1
2015-10-24 06:28:56.770000+00:00,55.952336,160.226383,5.46,0.81,-0.25,1
2015-10-24 06:55:54.110000+00:00,56.054618,160.598828,31.15,0.95,-0.619,1
2015-10-24 07:02:04.750000+00:00,55.69067,160.39502,15.2,0.81,-0.206,1
2015-10-24 07:20:28.590000+00:00,56.050732,160.606999,30.84,1.04,-0.86,1
2015-10-24 07:38:40.990000+00:00,56.065963,160.449072,30.84,0.96,-0.597,1
2015-10-24 08:02:20.850000+00:00,56.051253,160.619401,-1.48,0.73,-100.0,1
2015-10-24 08:18:57.660000+00:00,56.052645,160.602148,30.62,0.91,-0.649,1
2015-10-24 08:39:20.710000+00:00,56.054928,160.604834,32.65,0.88,-0.694,1
2015-10-24 08:44:39.160000+00:00,55.828552,160.373031,0.86,0.45,-100.0,1
2015-10-24 08:50:32.150000+00:00,55.758158,160.617171,14.44,0.59,-100.0,1
2015-10-24 09:00:43.970000+00:00,56.053719,160.607487,31.76,0.88,-100.0,1
2015-10-24 09:24:35.300000+00:00,56.114278,160.487044,8.89,0.45,-0.7,1
2015-10-24 09:32:50.940000+00:00,56.046358,160.598324,28.03,1.52,-0.802,1
2015-10-24 10:02:04.730000+00:00,56.053357,160.603971,31.08,1.11,-0.658,1
2015-10-24 10:11:53.560000+00:00,56.047526,160.604834,28.11,0.72,-0.709,1
2015-10-24 10:39:04.150000+00:00,56.053406,160.609766,33.01,0.96,-0.83,1
2015-10-24 11:06:44.020000+00:00,56.054537,160.602344,32.48,0.92,-0.779,1
2015-10-24 11:17:29.370000+00:00,56.058,160.612077,33.31,0.97,-0.661,1
2015-10-24 11:36:02.520000+00:00,56.117786,160.460563,-0.25,0.12,-100.0,1
2015-10-24 11:49:34.770000+00:00,56.058862,160.607324,33.24,0.88,-0.722,1
2015-10-24 12:01:38.250000+00:00,55.710868,160.407617,16.56,0.63,-0.236,1
2015-10-24 12:02:24.210000+00:00,56.049666,160.607878,30.63,0.86,-100.0,1
2015-10-24 12:20:57.350000+00:00,56.038127,160.828743,9.32,1.4,-0.354,1
2015-10-24 12:33:29.380000+00:00,56.055107,160.596956,31.64,1.48,-0.663,1
2015-10-24 12:52:32.200000+00:00,56.051571,160.611247,-1.66,0.73,-0.796,1
2015-10-24 13:12:54.380000+00:00,56.128499,160.45778,1.14,0.37,-100.0,1
2015-10-24 13:14:07.620000+00:00,56.051648,160.604085,30.74,1.05,-0.891,1
2015-10-24 13:33:15.860000+00:00,56.051965,160.60568,30.56,1.16,-0.768,1
2015-10-24 13:50:11.600000+00:00,56.059045,160.611686,34.43,0.94,-0.738,1
2015-10-24 13:50:57.190000+00:00,56.1389,160.409049,0.28,0.88,-100.0,1
2015-10-24 14:31:13.040000+00:00,56.056645,160.609212,33.34,0.79,-0.793,1
2015-10-24 14:49:45.760000+00:00,56.045654,160.604508,28.3,0.98,-0.893,1
2015-10-24 15:20:23.020000+00:00,55.738944,160.456982,9.61,0.32,-0.276,1
2015-10-24 15:37:31+00:00,56.054578,160.5993,34.14,1.27,-0.677,1
2015-10-24 15:47:15.080000+00:00,56.163611,160.833187,28.59,0.65,-0.266,1
2015-10-24 16:13:30.060000+00:00,56.055721,160.607324,32.49,0.79,-0.658,1
2015-10-24 16:45:04.450000+00:00,56.051074,160.606087,30.76,0.93,-0.68,1
2015-10-24 16:46:44+00:00,56.054602,160.612728,32.69,0.79,-100.0,1
2015-10-24 16:57:29.360000+00:00,55.727397,160.425423,8.36,0.37,-100.0,1
2015-10-24 17:08:19.880000+00:00,56.051758,160.606901,30.55,1.07,-0.731,1
2015-10-24 17:16:25.900000+00:00,55.659867,160.41193,11.65,1.4,-0.216,1
2015-10-24 17:16:52.760000+00:00,55.659481,160.410596,12.52,1.1,0.019,1
2015-10-24 17:31:18.360000+00:00,56.048568,160.605762,28.91,0.83,-0.708,1
2015-10-24 18:05:07.520000+00:00,56.054533,160.602913,31.72,1.51,-0.765,1
2015-10-24 18:48:11.040000+00:00,55.721509,160.466243,9.21,0.47,-0.209,1
2015-10-24 19:09:41.860000+00:00,56.053422,160.606445,31.04,1.09,-0.698,1
2015-10-24 19:28:03.560000+00:00,56.051558,160.603125,30.26,0.92,-0.781,1
2015-10-24 19:31:13.200000+00:00,56.079134,160.355941,18.61,0.1,-100.0,1
2015-10-24 20:12:52.700000+00:00,56.053186,160.59987,30.47,1.24,-0.683,1
2015-10-24 20:37:34.080000+00:00,56.05,160.603906,30.75,0.95,-0.792,1
2015-10-24 20:42:05.560000+00:00,55.839689,160.342383,-0.74,0.42,-0.625,1
2015-10-24 20:58:58.640000+00:00,56.060828,160.615104,35.69,1.03,-0.634,1
2015-10-24 21:07:43.880000+00:00,55.980778,160.951969,15.39,0.99,0.066,1
2015-10-24 21:12:04.680000+00:00,56.120048,160.452002,-1.37,0.36,-100.0,1
2015-10-24 21:17:15.960000+00:00,56.050879,160.606234,30.63,1.23,-0.721,1
2015-10-24 22:01:57.240000+00:00,56.052787,160.611117,31.42,1.13,-0.718,1
2015-10-24 22:19:34.920000+00:00,55.745475,160.544938,9.75,0.72,-0.3,1
2015-10-24 22:22:03.920000+00:00,56.054626,160.601953,30.82,0.66,-100.0,1
2015-10-24 22:30:00.600000+00:00,56.200236,160.870231,22.39,0.95,-100.0,1
2015-10-24 22:37:29.580000+00:00,56.054163,160.604655,31.85,1.05,-0.816,1
2015-10-24 23:03:59.800000+00:00,56.057735,160.605078,32.19,0.86,-100.0,1
2015-10-24 23:29:09.880000+00:00,56.137642,160.451709,10.73,0.74,-100.0,1
2015-10-24 23:38:21.220000+00:00,56.121847,160.454508,0.38,0.37,-0.556,1
2015-10-24 23:48:13.500000+00:00,55.70734,160.424528,12.97,0.43,-0.311,1
2015-10-25 00:05:40.180000+00:00,56.054333,160.612842,-0.69,1.55,-0.703,1
2015-10-25 00:22:10.320000+00:00,56.064368,160.624967,-0.95,0.95,-0.722,1
2015-10-25 01:02:46.270000+00:00,56.058065,160.605778,33.02,1.1,-0.752,1
2015-10-25 01:04:24.200000+00:00,56.09034,160.580371,1.81,1.01,-100.0,1
2015-10-25 01:10:33.840000+00:00,55.673739,160.948714,12.73,1.62,-0.169,1
2015-10-25 01:20:58.250000+00:00,56.113774,160.855778,23.3,0.84,-100.0,1
2015-10-25 01:45:22.010000+00:00,56.057178,160.611165,33.8,0.88,-0.645,1
2015-10-25 02:00:19.410000+00:00,56.053011,160.598991,30.28,0.82,-0.759,1
2015-10-25 02:37:49.140000+00:00,56.141443,160.409456,14.6,0.17,-0.477,1
2015-10-25 02:41:20.570000+00:00,56.13525,160.447103,9.04,0.6,-0.801,1
2015-10-25 02:50:53.500000+00:00,56.063228,160.604818,34.66,1.07,-0.721,1
2015-10-25 03:21:46.020000+00:00,56.052584,160.602572,31.0,1.1,-0.706,1
2015-10-25 04:12:53.980000+00:00,56.050989,160.601644,31.08,0.32,-100.0,1
2015-10-25 04:28:33.070000+00:00,56.046753,160.667578,0.92,0.89,-100.0,1
2015-10-25 04:58:02.900000+00:00,56.119405,160.739583,23.43,1.97,-0.046,1
2015-10-25 05:11:28.860000+00:00,56.0521,160.604525,31.23,1.64,-0.716,1
2015-10-25 05:12:22.750000+00:00,56.120231,160.455632,6.8,0.74,-0.777,1
2015-10-25 06:05:55.730000+00:00,56.064864,160.618652,36.47,0.41,-100.0,1
2015-10-25 06:20:33.070000+00:00,56.041166,160.599609,27.01,0.79,-0.642,1
2015-10-25 06:28:49.740000+00:00,56.061808,160.662288,5.08,0.55,-100.0,1
2015-10-25 07:38:36.070000+00:00,56.058464,160.610547,32.53,1.46,-0.65,1
2015-10-25 08:15:42.060000+00:00,56.059713,160.603288,32.28,1.16,-0.707,1
2015-10-25 08:35:23.930000+00:00,56.051685,160.598763,30.01,1.05,-100.0,1
2015-10-25 09:39:02.160000+00:00,56.056274,160.61154,34.32,1.43,-0.619,1
2015-10-25 09:58:32.690000+00:00,56.123385,160.460645,0.74,0.81,-0.539,1
2015-10-25 10:15:55.150000+00:00,56.135262,160.862842,23.28,1.58,-0.042,1
2015-10-25 13:37:23.090000+00:00,56.054883,160.60874,32.38,1.78,-0.703,1
2015-10-26 07:01:37.770000+00:00,56.044885,160.596143,27.86,1.62,-100.0,1
2015-10-26 11:51:29.140000+00:00,56.059119,160.614323,34.95,1.56,-100.0,1
2015-10-26 12:25:24.700000+00:00,56.11617,160.754622,25.14,1.3,-0.133,1
2015-10-26 14:14:39.770000+00:00,55.651139,160.405762,10.61,1.43,-100.0,1
2015-10-26 15:26:40.020000+00:00,55.807711,160.301123,25.54,0.97,-100.0,1
2015-10-26 18:48:12.840000+00:00,56.05745,160.61473,34.62,1.11,-0.668,1
2015-10-26 19:57:32.240000+00:00,56.047982,160.632259,32.02,0.87,-0.753,1
2015-10-26 21:55:21.640000+00:00,55.830282,160.380778,0.55,1.12,-0.775,1
2015-10-26 21:56:50.080000+00:00,55.832813,160.379183,0.19,0.78,-100.0,1
2015-10-26 21:58:45.020000+00:00,55.82832,160.381462,3.45,1.1,-100.0,1
2015-10-26 22:08:45.840000+00:00,55.835303,160.375391,1.25,0.41,-100.0,1
2015-10-26 22:14:49.360000+00:00,55.768136,160.44082,17.19,1.01,-100.0,1
2015-10-26 22:39:10.720000+00:00,55.901567,160.374561,8.59,0.41,-100.0,1
2015-10-26 22:41:54+00:00,55.839246,160.389941,12.39,0.7,-0.719,1
2015-10-26 22:43:56.380000+00:00,55.939274,160.437451,26.34,0.83,-0.692,1
2015-10-26 22:46:10.240000+00:00,55.851029,160.36945,-1.51,0.45,-100.0,1
2015-10-26 22:53:53.360000+00:00,55.812919,160.172119,15.22,0.78,-0.808,1
2015-10-26 23:24:40.840000+00:00,56.131616,160.44388,8.67,0.73,-100.0,1
2015-10-27 00:42:48.550000+00:00,56.058118,160.608789,34.17,1.66,-0.762,1
2015-10-27 00:44:22.260000+00:00,56.054447,160.612093,31.96,1.29,-0.728,1
2015-10-27 02:13:26.870000+00:00,56.050667,160.622673,31.34,1.04,-100.0,1
2015-10-27 03:11:11.330000+00:00,55.826412,160.382373,-0.25,0.49,-100.0,1
2015-10-27 03:11:53.060000+00:00,56.065157,160.504639,15.1,0.62,-100.0,1
2015-10-27 04:02:29.180000+00:00,56.129342,160.448421,7.15,0.81,-0.611,1
2015-10-27 04:23:33.240000+00:00,55.538184,160.324674,14.93,1.22,-0.213,1
2015-10-27 04:32:44+00:00,55.537101,160.324447,13.45,1.08,-0.258,1
2015-10-27 04:35:32.880000+00:00,56.120955,160.452311,4.95,1.26,-0.581,1
2015-10-27 05:26:29.480000+00:00,56.125415,160.448405,4.85,0.83,-0.635,1
2015-10-27 06:24:14.560000+00:00,56.055522,160.602604,32.1,1.41,-0.647,1
2015-10-27 06:47:12.650000+00:00,56.167452,160.899854,24.87,1.14,-0.227,1
2015-10-27 06:49:38.220000+00:00,56.064714,160.611182,35.12,1.1,-0.808,1
2015-10-27 07:10:00.650000+00:00,56.168791,160.895947,24.13,0.89,-100.0,1
2015-10-27 07:18:24.910000+00:00,56.133561,160.446615,6.46,0.75,-100.0,1
2015-10-27 08:26:04.840000+00:00,56.054451,160.605013,31.16,1.32,-0.692,1
2015-10-27 10:46:56.960000+00:00,56.056698,160.606348,32.63,1.26,-0.639,1
2015-10-27 10:50:54.260000+00:00,56.048254,160.60459,30.18,1.22,-0.719,1
2015-10-27 13:42:37.340000+00:00,56.064449,160.607715,34.96,1.09,-0.625,1
2015-10-27 13:50:37.090000+00:00,55.918172,160.657585,-0.19,0.73,-100.0,1
2015-10-27 13:59:19.130000+00:00,55.808488,160.240999,25.12,0.69,-0.479,1
2015-10-27 14:40:30.840000+00:00,55.954846,160.846582,2.43,1.06,-100.0,1
2015-10-27 15:30:49.160000+00:00,55.929537,160.685254,9.31,0.98,-0.175,1
2015-10-27 16:12:39.280000+00:00,56.058346,160.606885,34.03,1.53,-0.801,1
2015-10-27 18:46:28.520000+00:00,56.106982,160.445898,8.04,0.27,-100.0,1
2015-10-27 19:10:58.840000+00:00,56.056327,160.608024,31.53,1.2,-0.865,1
2015-10-27 19:20:53.640000+00:00,55.71473,160.431169,10.08,0.71,-0.231,1
2015-10-27 19:30:07.960000+00:00,55.705912,160.429915,15.37,0.65,-0.199,1
2015-10-27 19:32:37.980000+00:00,55.721232,160.430859,12.06,0.37,-100.0,1
2015-10-27 19:45:10.400000+00:00,56.05957,160.621387,34.52,1.21,-0.758,1
2015-10-27 19:49:17.280000+00:00,56.057597,160.620947,34.51,0.88,-100.0,1
2015-10-27 21:05:16.300000+00:00,56.1203,160.464941,0.35,1.12,-0.767,1
2015-10-27 21:06:33.260000+00:00,56.130632,160.488086,7.98,0.45,-0.754,1
2015-10-27 21:07:40.240000+00:00,56.219348,160.914323,31.49,1.09,-0.127,1
2015-10-27 21:09:12.380000+00:00,56.220093,160.912093,29.83,1.13,-0.187,1
2015-10-27 21:51:00.700000+00:00,56.056514,160.605452,32.56,1.11,-0.68,1
2015-10-27 21:54:30.360000+00:00,56.103638,160.444173,7.17,0.38,-100.0,1
2015-10-27 22:12:35.780000+00:00,56.13018,160.450846,6.46,0.63,-0.686,1
2015-10-27 22:25:33.680000+00:00,56.053365,160.611523,30.7,0.94,-0.769,1
2015-10-27 23:09:42.320000+00:00,56.060079,160.606689,34.12,1.26,-0.823,1
2015-10-27 23:40:26.240000+00:00,56.11864,160.47915,4.01,0.47,-100.0,1
2015-10-27 23:51:25.320000+00:00,56.056604,160.607568,32.79,1.19,-0.687,1
2015-10-28 00:07:26.450000+00:00,56.05203,160.624935,14.36,0.75,-0.716,1
2015-10-28 00:33:09.080000+00:00,56.061328,160.609928,34.2,1.28,-0.784,1
2015-10-28 01:11:26.440000+00:00,56.050586,160.616862,34.63,0.83,-100.0,1
2015-10-28 01:25:33.940000+00:00,56.060417,160.616862,35.54,1.17,-0.854,1
2015-10-28 01:28:49.760000+00:00,56.109932,160.538867,8.54,0.24,-100.0,1
2015-10-28 02:11:30.540000+00:00,56.114559,160.458724,-0.94,0.38,-0.588,1
2015-10-28 02:53:47.140000+00:00,56.058407,160.608659,34.23,1.3,-0.851,1
2015-10-28 03:00:18.440000+00:00,56.052291,160.609733,31.41,1.0,-0.834,1
2015-10-28 03:09:28+00:00,56.126428,160.444303,6.9,0.32,-100.0,1
2015-10-28 04:23:28.760000+00:00,56.056681,160.627588,34.73,0.6,-0.883,1
2015-10-28 04:39:59.380000+00:00,56.05245,160.605729,30.53,1.39,-0.791,1
2015-10-28 05:20:43.690000+00:00,56.062691,160.604199,33.95,1.19,-0.874,1
2015-10-28 05:34:53.850000+00:00,56.056283,160.606299,31.31,0.9,-0.879,1
